name,url
Okavango Delta,https://natureconservancy-h.assetsadobe.com/is/image/content/dam/tnc/nature/en/photos/d/other/D_INFOCUS_2-31.jpg?crop=0%2C0%2C4000%2C2200&wid=4000&hei=2200&scl=1.0
Seven Coloured Earths,https://upload.wikimedia.org/wikipedia/commons/2/2d/Seven_coloured_earths_mauritius.jpg
Shanghai Old City in Mogadishu,https://media.cnn.com/api/v1/images/stellar/prod/130529100909-mogadishu-boats-sea-mpa.jpg
Shoshone Falls,https://visitsouthidaho.com/wp-content/uploads/2023/07/southern-idaho-shoshone-falls-homepage.jpg
Sigmund Freud Museum,https://upload.wikimedia.org/wikipedia/commons/2/24/Wien_-_Sigmund_Freud_Museum_%28b%29.JPG
Sine-Saloum Delta,https://upload.wikimedia.org/wikipedia/commons/d/d6/Saloum.gif
Sistine Chapel,https://cdn.britannica.com/77/2577-004-DA7549AE/The-Creation-of-Adam-ceiling-fresco-Michelangelo.jpg
Sleep in an Ice Hotel,https://www.icehotel.com/sites/cb_icehotel/files/styles/image_column_large/public/Ice-room-Icehotel.jpg?h=d40308df&itok=3a2kpNMw
Solo skydiving,https://i.imgur.com/Axc2VuH.jpeg
Songkran,https://i.imgur.com/JpoXmEt.jpeg
South Luangwa National Park,https://upload.wikimedia.org/wikipedia/commons/a/ac/Luangwa_River_crossing.jpg
St. Patricks Day in Dublin,https://i.imgur.com/GSeUiVU.jpeg
St. Peter’s Basilica,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Basilica_di_San_Pietro_in_Vaticano_September_2015-1a.jpg/640px-Basilica_di_San_Pietro_in_Vaticano_September_2015-1a.jpg
Statue of Liberty,https://images.fineartamerica.com/images/artworkimages/mediumlarge/2/statue-of-liberty-landscape-charlie-orellana.jpg
Stonehenge,https://upload.wikimedia.org/wikipedia/commons/3/3c/Stonehenge2007_07_30.jpg
Swim in Jellyfish Lake,https://www.travelandleisure.com/thmb/sHEWn9GXbOTcMZcKMFfWRf9jLx0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/jellyfish-lake-reopening-JELLY119-6e2116ca23764b9aa0e56096db7973b4.jpg
Swim with pigs,https://globetrottergirls.com/wp-content/uploads/2022/01/swimming-with-pigs-big-mayor-cay2-scaled.jpg
Swim with Whale Sharks,https://cdn-dkcbl.nitrocdn.com/mKQoaiSOIgifONYHXVcgrSCrszoHMDks/assets/images/optimized/rev-205fa4a/friendofthesea.org/wp-content/uploads/whale-shark-snorkelling-fos-sustainable-certification-medium-1.jpg
Sydney NYE,https://i.imgur.com/58iL8kS.jpeg
Sydney Opera House,https://cdn.britannica.com/96/100196-050-C92064E0/Sydney-Opera-House-Port-Jackson.jpg
Széchenyi Thermal Bath,https://szechenyibath.com/wp-content/uploads/2013/06/Szechenyi-Spa-Baths-Press-Photo-Outdoor-Pool.jpg
Tacugama Chimpanzee Sanctuary,https://www.kanaga-at.com/wp-content/uploads/2021/07/sierra_leone_scimpanze_al_tacugama.jpg
Tahiti,https://i.imgur.com/4ld1OYU.png
Taj Mahal,https://cdn.britannica.com/86/170586-050-AB7FEFAE/Taj-Mahal-Agra-India.jpg
Take a ride on a bullet train,https://davidsbeenhere.com/wp-content/uploads/2019/03/how-to-ride-the-bullet-train-in-japan-asia-davidsbeenhere.jpg
The Jacobite Steam Train,https://www.scottishtours.co.uk/wwwroot/images/blog/3-Jacobite-Steam-Train.jpg
Orient Express,https://assets-global.website-files.com/5d9dea3aad4a3a80cbd04251/6092afc5c9941f08e6cdea1b_ride-the-orient-express.jpg
Tasmania,https://i.natgeofe.com/n/9fbb54f1-286c-4859-942d-3da65973a18a/001_mt8385_190814_08427_3x2.jpg
Terjit Oasis,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/9a/d8/23/photo6jpg.jpg?w=1200&h=-1&s=1
The Grand Palace,https://i.imgur.com/zbjhigM.png
The DMZ,https://ichef.bbci.co.uk/news/976/cpsprodpb/12BD9/production/_130416767_dmzlookingatsouth.jpg
The Forbidden City,https://smarthistory.org/wp-content/uploads/2022/01/forbiddencity-googleearth.png
Djenne Mud Mosque,https://upload.wikimedia.org/wikipedia/commons/7/75/Djenne_great_mud_mosque.jpg
The Albanian Riviera,https://chasingthedonkey.b-cdn.net/wp-content/uploads/2019/01/Saranda_Albania_Beach_Depositphotos_112431668_l-2015.jpg
The Algarve,https://a.cdn-hotels.com/gdcs/production40/d520/9413d6ac-768a-4246-ae9a-1e3a9247f41d.jpg
The Alhambra,https://upload.wikimedia.org/wikipedia/commons/d/de/Dawn_Charles_V_Palace_Alhambra_Granada_Andalusia_Spain.jpg
The Alps,https://i.natgeofe.com/n/28fd84d5-ebb6-45c8-a758-17d0089a0464/TT_report_ST0058057copy-Enhanced_HR_4x3.jpg
The Blue Eye,https://media.tacdn.com/media/attractions-splice-spp-674x446/07/8c/2a/5c.jpg
The Blue Mosque of Istanbul,https://upload.wikimedia.org/wikipedia/commons/0/03/Istanbul_%2834223582516%29_%28cropped%29.jpg
The Colosseum,https://cdn.britannica.com/36/162636-050-932C5D49/Colosseum-Rome-Italy.jpg
The Golden Temple,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/The_Golden_Temple_of_Amrithsar_7.jpg/800px-The_Golden_Temple_of_Amrithsar_7.jpg
The Louvre,https://api-www.louvre.fr/sites/default/files/2021-01/cour-napoleon-et-pyramide_1.jpg
The Malt Whiskey Trail,https://i.imgur.com/Glei4MO.png
The White House,https://i.imgur.com/tVwbAff.png
Timbuktu,https://whc.unesco.org/uploads/thumbs/site_0119_0008-750-750-20220630153038.jpg
Tomorrowland,https://i.imgur.com/1dDPaEi.jpeg
Tomorrowland Winter,https://i.imgur.com/hBbmWe3.jpeg
Meteora monasteries,https://meteora.com/wp-content/uploads/2022/07/view-all-meteora-monasteries-meteora-thrones.jpg
Ring Road,https://cdn.tourradar.com/s3/tour/1500x800/215626_6058bac5a2210.jpg
Tour the Star Wars sets,https://www.silverscreen.tours/wp-content/uploads/2019/09/star-wars-nefta-mos-espa-03-1200x675.jpg
Trek through the Himalayas,https://www.muchbetteradventures.com/magazine/content/images/2021/09/GettyImages-1193774981--1-.jpg
Trevi Fountain,https://www.travelandleisure.com/thmb/CKxA_iBAtx1zYw_7EevV4cuxgH0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/trevi-fountain-rome-italy-TREVI0217-4b6f7385c7f0436ba3d5fa2c061a1791.jpg
Beligum Waffle,https://www.tasteandtellblog.com/wp-content/uploads/2021/05/Liege-Waffles-1.jpg
Epic Cake,https://www.tasteatlas.com/Images/Dishes/507936ee7d0147e48694598dda086632.jpg
Cheese Fondue for Real,https://i0.wp.com/tasteofsavoie.com/wp-content/uploads/2013/01/IMG_3524-scaled.jpeg?resize=800%2C445&ssl=1
Tokaji wine,https://keyassets.timeincuk.net/inspirewp/live/wp-content/uploads/sites/34/2014/12/tokaj-travel-guide.png
Wiener Schnitzel,https://www.carolinescooking.com/wp-content/uploads/2016/06/Wiener-schnitzel-photo-1.jpg
Tsehlanyane National Park,https://media-cdn.tripadvisor.com/media/photo-s/01/6e/ec/a1/view-of-the-deck.jpg
Tsingy De Bemaraha National Park,https://c8.alamy.com/comp/BY7H71/view-across-the-grand-tsingy-landscape-in-the-tsingy-de-bemaraha-national-BY7H71.jpg
Tsodilo Hills,https://www.botswana-experience.com/wp-content/uploads/2021/09/tsodilo-hills-botswana.jpg
Tundavala Fissure,https://thealexeaffair.files.wordpress.com/2015/07/fenda-da-tundavala.jpg
Turgen Gorge,https://www.remotelands.com/remotenew1/dist/images/country/kazakhstan/city/14081103/b140811015.jpg
Ultra Music Festival,https://i.imgur.com/pNBeKA8.jpeg
Uluru,https://upload.wikimedia.org/wikipedia/commons/a/a8/ULURU.jpg
Upper Azat Valley,https://www.rjtravelagency.com/wp-content/uploads/2023/05/Monastery-of-Geghard-and-the-Upper-Azat-Valley.jpg
Uyuni Salt Flat,https://cdn.britannica.com/00/196200-050-A18811BA/Uyuni-Salt-Flat-Bolivia.jpg
Snowbombing,https://i.imgur.com/6eEAwlt.jpeg
Victoria Falls,https://i.natgeofe.com/n/177faece-da85-4458-ad91-3b83a89af602/92754_4x3.jpg
Vinicunca (Rainbow Mountain),https://www.travelandleisure.com/thmb/1X74EtxSJN1eoXjxDjhfT1DQ17U=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Vinicunca-Mountain-Andes-PERURNBW0518-7b165003cd9d44c88ff3035b537da06e.jpg
Masai Village,https://www.masaimara.travel/images/maasai-women-photo.jpg
Batwa Pygmies,https://www.greatadventuresafaris.com/wp-content/uploads/Batwa-Pygmies-1200x675.jpg
Batammariba,https://i.imgur.com/0UD5zdl.jpeg
Floating Village of Joal-Fadiouth,https://www.shutterstock.com/image-photo/joalfadiouth-senegal-05112023-fish-market-260nw-2310537057.jpg
Visit the tulip farms,http://clv.h-cdn.co/assets/17/05/1600x800/landscape-1485976795-tulip-farms-to-visit.jpg
Vredefort crater,https://i.imgur.com/JOdrICQ.jpeg
Wadi Rum Desert,https://upload.wikimedia.org/wikipedia/commons/5/56/Mountain_in_Wadi_Rum%2C_Jordan.jpg
Walk around the Roman city of Timgad,https://timetravelbee.com/wp-content/uploads/2018/11/timgad-1-1.jpg
Blue Streets of Chefchaouen,https://i.imgur.com/duNf1hq.png
Walk El Camino de Santiago,https://i.imgur.com/Pq9zdTy.jpeg
Monaco Grand Prix,https://cdn-6.motorsport.com/images/amp/Y99QWA7Y/s1000/george-russell-mercedes-f1-w14.jpg
Great Wildebeest Migration,https://i.imgur.com/LvADFwA.jpeg
Yanardag,https://upload.wikimedia.org/wikipedia/commons/e/e9/Yanar_Dagh.JPG
Yankari National Park,https://cdn.britannica.com/36/144136-050-08E82875/African-elephants-Yankari-National-Park-Nigeria.jpg
Yellowstone National Park,https://i.imgur.com/inXc32k.jpeg
Yosemite National Park,https://upload.wikimedia.org/wikipedia/commons/1/13/Tunnel_View%2C_Yosemite_Valley%2C_Yosemite_NP_-_Diliff.jpg
Zion,https://i.imgur.com/R0bF0f6.jpeg
